GAME_ID,GAME_DATE,TEAM_ABBREVIATION_x,GAME_NO_x,AVG_PTS_x,AVG_AST_x,AVG_OREB_x,AVG_DREB_x,OFF_EFF_x,DEF_EFF_x,ELO_x,TEAM_ABBREVIATION_y,GAME_NO_y,AVG_PTS_y,AVG_AST_y,AVG_OREB_y,AVG_DREB_y,OFF_EFF_y,DEF_EFF_y,ELO_y,DIS_PTS,DIS_AST,DIS_OREB,DIS_DREB,DIS_OFF_EFF,DIS_DEF_EFF,DIS_ELO,PREDICTION,WL_x,MIN_x,PTS_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PLUS_MINUS_x,WL_y,MIN_y,PTS_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PLUS_MINUS_y
0022000799,2021-04-09,LAC,54.0,114.60377358490567,24.07547169811321,9.622641509433961,34.679245283018865,118.0885,111.245,1600.9447000000002,HOU,52.0,107.68627450980392,22.784313725490197,8.96078431372549,33.294117647058826,105.4653,111.4568,1346.7687999999998,6.917499075101745,1.2911579726230116,0.6618571957084711,1.385127635960039,12.623199999999997,-0.21179999999999666,254.1759000000004,1.0,1,239,126,48,88,0.545,19,37.0,0.514,11,13,0.846,4.0,34.0,38.0,31,10.0,4,9,24,17.0,0,240,109,39,83,0.47,12,37.0,0.324,19,27,0.704,12.0,29.0,41.0,28,3.0,6,14,15,-17.0
0022000199,2021-04-10,OKC,53.0,105.65384615384616,22.557692307692307,8.903846153846153,36.03846153846154,104.3376,112.3899,1417.2495000000004,PHI,53.0,113.65384615384616,23.173076923076923,10.115384615384615,35.94230769230769,111.7921,107.101,1590.5736000000004,-8.0,-0.6153846153846168,-1.2115384615384617,0.0961538461538467,-7.45450000000001,5.288899999999998,-173.32410000000004,0.0,0,240,93,38,76,0.5,8,20.0,0.4,9,19,0.474,6.0,39.0,45.0,21,3.0,4,22,21,-24.0,1,240,117,44,94,0.468,12,38.0,0.316,17,25,0.68,13.0,34.0,47.0,24,11.0,10,9,17,24.0
0022000794,2021-04-10,CLE,52.0,103.6470588235294,23.529411764705884,10.607843137254902,32.333333333333336,104.7479,112.0205,1426.438299999999,TOR,53.0,111.92307692307692,24.384615384615383,9.384615384615385,31.884615384615383,111.3449,111.1728,1406.8607000000002,-8.276018099547514,-0.8552036199094992,1.2232277526395166,0.44871794871795245,-6.596999999999994,0.8477000000000032,19.57759999999871,0.0,0,240,115,39,86,0.453,15,35.0,0.429,22,26,0.846,7.0,25.0,32.0,27,11.0,5,17,13,-20.0,1,241,135,53,86,0.616,17,32.0,0.531,12,14,0.857,5.0,34.0,39.0,29,12.0,11,17,18,20.0
0022000800,2021-04-10,BKN,53.0,119.01923076923077,26.826923076923077,9.01923076923077,35.26923076923077,117.8722,113.0728,1618.7164999999995,LAL,53.0,109.90384615384616,24.5,9.673076923076923,35.44230769230769,109.2442,105.2108,1537.3007000000005,9.115384615384613,2.3269230769230766,-0.6538461538461533,-0.1730769230769269,8.628,7.861999999999995,81.41579999999908,1.0,0,240,101,35,80,0.438,5,27.0,0.185,26,30,0.867,9.0,33.0,42.0,19,6.0,10,19,20,-25.0,1,241,126,47,93,0.505,19,34.0,0.559,13,20,0.65,12.0,35.0,47.0,30,12.0,4,14,24,25.0
0022000801,2021-04-10,UTA,53.0,116.90384615384616,23.46153846153846,10.884615384615385,37.42307692307692,117.1968,107.5766,1638.2888000000003,SAC,53.0,114.36538461538461,25.673076923076923,9.903846153846153,32.36538461538461,113.2589,117.3726,1449.2421000000002,2.538461538461547,-2.2115384615384635,0.9807692307692317,5.057692307692307,3.937899999999999,-9.796000000000006,189.0467000000001,1.0,1,240,128,40,88,0.455,18,50.0,0.36,30,35,0.857,11.0,41.0,52.0,22,8.0,5,10,17,16.0,0,241,112,42,88,0.477,14,42.0,0.333,14,22,0.636,4.0,34.0,38.0,23,8.0,4,10,23,-16.0
0022000802,2021-04-10,GSW,53.0,111.9423076923077,27.25,7.961538461538462,34.61538461538461,107.9843,110.0249,1456.9258999999995,HOU,53.0,107.71153846153847,22.884615384615383,9.01923076923077,33.21153846153846,105.6155,111.8193,1343.0090999999998,4.230769230769226,4.365384615384617,-1.0576923076923084,1.4038461538461533,2.3688000000000073,-1.794399999999996,113.91679999999974,1.0,1,240,125,49,91,0.538,14,35.0,0.4,13,16,0.813,9.0,36.0,45.0,31,13.0,5,16,19,16.0,0,238,109,41,88,0.466,13,37.0,0.351,14,20,0.7,13.0,32.0,45.0,25,8.0,3,18,17,-16.0
0022000803,2021-04-10,PHX,52.0,114.41176470588235,26.980392156862745,8.529411764705882,34.96078431372549,115.257,108.6793,1622.604700000001,WAS,52.0,113.50980392156863,24.88235294117647,9.254901960784315,34.90196078431372,108.2461,112.9581,1437.2837000000004,0.9019607843137152,2.098039215686274,-0.7254901960784323,0.05882352941176805,7.010900000000007,-4.278800000000004,185.3210000000006,1.0,1,240,134,55,107,0.514,17,43.0,0.395,7,7,1.0,5.0,40.0,45.0,36,8.0,3,3,18,28.0,0,239,106,39,84,0.464,9,25.0,0.36,19,28,0.679,7.0,42.0,49.0,27,2.0,1,16,12,-28.0
0022000804,2021-04-10,POR,52.0,114.98039215686275,20.333333333333332,10.686274509803921,33.15686274509804,115.2335,115.5479,1543.9341000000002,DET,53.0,107.61538461538461,24.51923076923077,9.807692307692308,32.75,107.9475,111.4198,1407.3677,7.3650075414781355,-4.185897435897438,0.8785822021116125,0.40686274509803866,7.286000000000001,4.128100000000003,136.56640000000016,1.0,1,240,118,43,90,0.478,13,29.0,0.448,19,24,0.792,14.0,35.0,49.0,18,5.0,8,15,20,15.0,0,241,103,37,83,0.446,9,26.0,0.346,20,28,0.714,9.0,29.0,38.0,25,9.0,6,11,23,-15.0
0022000805,2021-04-11,CHA,52.0,111.07843137254902,26.84313725490196,10.529411764705882,33.627450980392155,110.317,111.0375,1533.8045000000004,ATL,54.0,113.52830188679245,24.28301886792453,10.735849056603774,34.64150943396226,114.4918,112.4558,1532.4911999999997,-2.449870514243429,2.5601183869774324,-0.20643729189789184,-1.014058453570108,-4.174800000000005,-1.4183000000000021,1.3133000000007087,0.0,0,242,101,37,80,0.463,15,43.0,0.349,12,14,0.857,6.0,32.0,38.0,28,5.0,5,12,14,-4.0,1,240,105,38,84,0.452,17,39.0,0.436,12,16,0.75,7.0,34.0,41.0,27,7.0,1,11,11,4.0
0022000806,2021-04-11,DEN,53.0,115.59615384615384,27.23076923076923,10.615384615384615,33.84615384615385,116.7865,111.2104,1613.1062999999995,BOS,54.0,112.49056603773585,23.28301886792453,10.79245283018868,33.15094339622642,113.0837,111.3767,1502.5649,3.1055878084179938,3.947750362844701,-0.17706821480406454,0.6952104499274299,3.7028000000000105,-0.16629999999999256,110.54139999999938,1.0,0,241,87,32,88,0.364,8,34.0,0.235,15,18,0.833,13.0,33.0,46.0,23,5.0,4,9,20,-18.0,1,243,105,39,87,0.448,7,33.0,0.212,20,23,0.87,10.0,42.0,52.0,20,4.0,7,9,18,18.0
0022000807,2021-04-11,CLE,53.0,103.86538461538461,23.596153846153847,10.538461538461538,32.19230769230769,104.8168,112.3273,1415.875399999999,NOP,53.0,114.61538461538461,25.98076923076923,11.653846153846153,34.86538461538461,114.1937,114.6919,1478.8812,-10.75,-2.3846153846153832,-1.115384615384615,-2.67307692307692,-9.376900000000006,-2.36460000000001,-63.005800000001045,0.0,0,240,109,41,85,0.482,13,40.0,0.325,14,17,0.824,9.0,27.0,36.0,29,7.0,5,17,23,-7.0,1,240,116,44,86,0.512,7,24.0,0.292,21,26,0.808,14.0,36.0,50.0,30,9.0,3,16,16,7.0
0022000808,2021-04-11,ORL,53.0,104.57692307692308,22.48076923076923,10.538461538461538,35.5,104.8269,111.9593,1398.3887000000007,MIL,53.0,118.90384615384616,25.46153846153846,10.365384615384615,37.65384615384615,115.4018,110.0265,1560.8049999999998,-14.32692307692308,-2.98076923076923,0.17307692307692335,-2.1538461538461533,-10.5749,1.9328000000000003,-162.41629999999918,0.0,0,240,87,32,86,0.372,8,36.0,0.222,15,19,0.789,7.0,30.0,37.0,19,8.0,6,14,13,-37.0,1,239,124,46,94,0.489,19,40.0,0.475,13,15,0.867,12.0,44.0,56.0,28,8.0,7,11,15,37.0
0022000809,2021-04-11,NYK,54.0,105.39622641509433,21.11320754716981,10.150943396226415,35.43396226415094,108.3104,107.4185,1490.5374000000004,TOR,54.0,112.35849056603773,24.471698113207548,9.30188679245283,31.92452830188679,111.7135,111.1695,1417.4236,-6.962264150943398,-3.3584905660377373,0.8490566037735849,3.5094339622641506,-3.403099999999995,-3.7510000000000048,73.11380000000031,1.0,1,240,102,35,88,0.398,9,35.0,0.257,23,27,0.852,11.0,35.0,46.0,19,9.0,4,13,19,6.0,0,240,96,33,79,0.418,11,34.0,0.324,19,23,0.826,5.0,35.0,40.0,19,8.0,7,15,23,-6.0
0022000810,2021-04-11,DAL,52.0,111.52941176470588,22.352941176470587,8.647058823529411,35.09803921568628,113.6963,111.5176,1563.5221999999994,SAS,51.0,110.36,24.46,9.18,34.68,109.3323,111.0164,1463.2169000000001,1.1694117647058846,-2.107058823529414,-0.5329411764705885,0.418039215686278,4.36399999999999,0.5011999999999972,100.3052999999993,1.0,0,240,117,45,94,0.479,13,42.0,0.31,14,15,0.933,11.0,26.0,37.0,25,5.0,3,12,21,-2.0,1,240,119,45,83,0.542,8,21.0,0.381,21,27,0.778,10.0,31.0,41.0,20,10.0,7,14,20,2.0
0022000811,2021-04-11,MEM,51.0,112.86,26.92,11.16,35.1,110.7035,109.4087,1532.4632999999992,IND,52.0,113.13725490196079,26.80392156862745,8.803921568627452,33.03921568627451,110.5661,110.911,1477.9014999999995,-0.27725490196078795,0.11607843137255003,2.3560784313725485,2.0607843137254918,0.13739999999999952,-1.5023000000000053,54.56179999999972,1.0,0,240,125,53,115,0.461,6,20.0,0.3,13,19,0.684,24.0,26.0,50.0,27,11.0,6,6,12,-7.0,1,240,132,52,99,0.525,13,37.0,0.351,15,17,0.882,15.0,38.0,53.0,35,5.0,10,12,16,7.0
0022000812,2021-04-11,MIN,54.0,110.26415094339623,25.0,10.377358490566039,32.528301886792455,106.8412,114.081,1362.4183999999996,CHI,52.0,112.68627450980392,26.568627450980394,9.607843137254902,35.3921568627451,110.839,111.7647,1463.5801999999996,-2.4221235664076914,-1.5686274509803937,0.769515353311137,-2.8638549759526413,-3.997799999999998,2.3162999999999982,-101.16180000000008,0.0,1,241,121,40,81,0.494,16,36.0,0.444,25,25,1.0,3.0,33.0,36.0,27,7.0,6,14,14,4.0,0,240,117,47,92,0.511,15,38.0,0.395,8,13,0.615,8.0,30.0,38.0,30,10.0,8,13,19,-4.0
0022000813,2021-04-11,LAC,55.0,114.81481481481481,24.203703703703702,9.518518518518519,34.666666666666664,118.28,111.2404,1604.7044000000003,DET,54.0,107.52830188679245,24.528301886792452,9.79245283018868,32.679245283018865,107.9315,111.6246,1401.1077,7.286512928022361,-0.32459818308874944,-0.27393431167016047,1.9874213836477992,10.348500000000001,-0.384200000000007,203.59670000000028,1.0,1,241,131,50,80,0.625,15,27.0,0.556,16,21,0.762,7.0,30.0,37.0,35,4.0,5,16,18,7.0,0,240,124,46,87,0.529,15,32.0,0.469,17,19,0.895,12.0,19.0,31.0,33,12.0,4,12,24,-7.0
0022000814,2021-04-11,POR,53.0,115.03846153846153,20.28846153846154,10.75,33.19230769230769,115.2734,115.2927,1550.1941000000002,MIA,53.0,106.59615384615384,26.076923076923077,7.961538461538462,34.42307692307692,108.5628,109.3462,1525.8185000000005,8.442307692307693,-5.7884615384615365,2.7884615384615383,-1.2307692307692264,6.7105999999999995,5.9465,24.375599999999622,1.0,0,242,98,37,77,0.481,11,35.0,0.314,13,19,0.684,8.0,33.0,41.0,21,5.0,5,17,16,-9.0,1,239,107,41,83,0.494,12,29.0,0.414,13,20,0.65,6.0,24.0,30.0,21,12.0,4,7,18,9.0
0022000278,2021-04-12,MEM,52.0,113.09803921568627,26.92156862745098,11.411764705882353,34.92156862745098,110.8804,109.7463,1520.9056999999991,CHI,53.0,112.76923076923077,26.634615384615383,9.576923076923077,35.28846153846154,110.9094,111.8929,1450.7480999999996,0.328808446455497,0.2869532428355974,1.8348416289592766,-0.36689291101055943,-0.029000000000010573,-2.1465999999999923,70.15759999999955,1.0,1,240,101,40,85,0.471,9,28.0,0.321,12,14,0.857,10.0,41.0,51.0,27,7.0,7,20,20,11.0,0,239,90,36,86,0.419,5,31.0,0.161,13,17,0.765,8.0,32.0,40.0,23,8.0,3,17,16,-11.0
0022000815,2021-04-12,NYK,55.0,105.33333333333333,21.074074074074073,10.166666666666666,35.425925925925924,108.1739,107.185,1498.4635000000003,LAL,54.0,110.20754716981132,24.60377358490566,9.716981132075471,35.43396226415094,109.4969,105.0727,1549.6021000000005,-4.874213836477992,-3.5296995108315876,0.449685534591195,-0.008036338225018369,-1.3229999999999933,2.1123000000000047,-51.138600000000224,0.0,1,239,111,42,89,0.472,5,27.0,0.185,22,27,0.815,15.0,32.0,47.0,18,14.0,9,15,20,15.0,0,241,96,35,80,0.438,12,36.0,0.333,14,18,0.778,4.0,29.0,33.0,22,5.0,7,24,21,-15.0
0022000816,2021-04-12,ORL,54.0,104.24528301886792,22.41509433962264,10.471698113207546,35.39622641509434,104.4779,112.1743,1392.7502000000006,SAS,52.0,110.52941176470588,24.372549019607842,9.196078431372548,34.6078431372549,109.5669,111.1802,1476.0263000000002,-6.284128745837961,-1.9574546799852008,1.275619681834998,0.7883832778394364,-5.088999999999999,0.9941000000000031,-83.27609999999959,0.0,0,240,97,36,80,0.45,5,20.0,0.25,20,32,0.625,11.0,33.0,44.0,15,6.0,2,15,17,-23.0,1,241,120,48,93,0.516,10,25.0,0.4,14,18,0.778,12.0,35.0,47.0,30,6.0,5,9,26,23.0
0022000818,2021-04-12,DAL,53.0,111.63461538461539,22.403846153846153,8.692307692307692,34.92307692307692,113.7388,111.6423,1550.7127999999993,PHI,54.0,113.71698113207547,23.18867924528302,10.169811320754716,35.905660377358494,111.8888,106.8392,1595.9613000000004,-2.082365747460088,-0.784833091436866,-1.4775036284470247,-0.9825834542815741,1.8499999999999943,4.803100000000001,-45.24850000000106,1.0,0,240,95,35,83,0.422,9,36.0,0.25,16,20,0.8,11.0,35.0,46.0,16,7.0,3,15,24,-18.0,1,237,113,39,80,0.488,12,31.0,0.387,23,33,0.697,6.0,34.0,40.0,24,9.0,4,9,20,18.0
0022000819,2021-04-12,NOP,54.0,114.64150943396227,26.056603773584907,11.69811320754717,34.886792452830186,114.2621,114.6194,1487.0874000000001,SAC,54.0,114.32075471698113,25.62264150943396,9.79245283018868,32.39622641509434,113.1762,117.5097,1444.2031000000002,0.320754716981142,0.43396226415094574,1.9056603773584904,2.490566037735846,1.0859000000000094,-2.8902999999999963,42.88429999999994,1.0,1,240,117,42,77,0.545,6,19.0,0.316,27,39,0.692,9.0,42.0,51.0,24,8.0,5,21,23,7.0,0,241,110,39,90,0.433,10,35.0,0.286,22,37,0.595,8.0,26.0,34.0,21,14.0,3,10,26,-7.0
0022000820,2021-04-12,UTA,54.0,117.11320754716981,23.433962264150942,10.88679245283019,37.490566037735846,117.379,107.6399,1643.3278000000003,WAS,53.0,113.36538461538461,24.923076923076923,9.211538461538462,35.03846153846154,108.1215,113.257,1432.1634000000004,3.747822931785194,-1.4891146589259812,1.6752539912917275,2.4521044992743057,9.257500000000007,-5.617100000000008,211.1643999999999,1.0,0,241,121,41,85,0.482,15,36.0,0.417,24,31,0.774,9.0,34.0,43.0,21,2.0,3,14,23,-4.0,1,241,125,47,90,0.522,9,19.0,0.474,22,28,0.786,8.0,36.0,44.0,29,7.0,4,7,27,4.0
0022000821,2021-04-12,GSW,54.0,112.18867924528301,27.32075471698113,7.981132075471698,34.64150943396226,108.2075,109.9181,1463.7597999999996,DEN,54.0,115.05660377358491,27.150943396226417,10.660377358490566,33.83018867924528,116.414,111.2787,1600.0277999999994,-2.8679245283018986,0.1698113207547145,-2.6792452830188678,0.8113207547169807,-8.206500000000005,-1.3606000000000051,-136.2679999999998,0.0,1,239,116,39,81,0.481,18,44.0,0.409,20,22,0.909,4.0,32.0,36.0,23,11.0,3,16,22,9.0,0,240,107,39,83,0.47,8,26.0,0.308,21,25,0.84,10.0,31.0,41.0,23,11.0,2,19,24,-9.0
0022000822,2021-04-12,PHX,53.0,114.78846153846153,27.153846153846153,8.461538461538462,35.05769230769231,115.4456,108.4636,1627.725000000001,HOU,54.0,107.73584905660377,22.92452830188679,9.09433962264151,33.18867924528302,105.6586,112.0425,1336.1751999999997,7.052612481857764,4.229317851959362,-0.632801161103048,1.8690130624092873,9.786999999999992,-3.5789000000000044,291.54980000000137,1.0,1,240,126,45,94,0.479,25,45.0,0.556,11,18,0.611,12.0,30.0,42.0,33,14.0,3,13,18,6.0,0,240,120,44,87,0.506,17,42.0,0.405,15,19,0.789,12.0,39.0,51.0,32,9.0,3,21,15,-6.0
0022000817,2021-04-13,MIN,55.0,110.46296296296296,25.037037037037038,10.24074074074074,32.53703703703704,107.057,114.0924,1375.2504999999996,BKN,54.0,118.67924528301887,26.67924528301887,9.018867924528301,35.22641509433962,117.513,113.2721,1606.4150999999995,-8.21628232005591,-1.6422082459818306,1.2218728162124393,-2.6893780573025836,-10.456000000000003,0.8203000000000031,-231.16459999999984,0.0,0,240,97,30,87,0.345,13,49.0,0.265,24,33,0.727,11.0,33.0,44.0,16,13.0,12,14,20,-30.0,1,240,127,46,91,0.505,15,36.0,0.417,20,24,0.833,11.0,46.0,57.0,31,8.0,4,18,22,30.0
0022000823,2021-04-13,IND,53.0,113.5,26.96153846153846,8.923076923076923,33.13461538461539,110.9107,111.1174,1489.4590999999996,LAC,56.0,115.10909090909091,24.4,9.472727272727273,34.58181818181818,118.5758,111.5336,1609.4343000000003,-1.6090909090909093,2.5615384615384613,-0.5496503496503493,-1.4472027972027917,-7.665099999999995,-0.41620000000000346,-119.97520000000077,0.0,0,241,115,44,96,0.458,9,40.0,0.225,18,22,0.818,9.0,33.0,42.0,14,9.0,5,12,17,-11.0,1,240,126,48,89,0.539,13,28.0,0.464,17,19,0.895,6.0,42.0,48.0,34,10.0,5,14,20,11.0
0022000824,2021-04-13,TOR,55.0,112.05555555555556,24.37037037037037,9.222222222222221,31.98148148148148,111.4611,111.0374,1409.4975000000002,ATL,55.0,113.37037037037037,24.333333333333332,10.666666666666666,34.629629629629626,114.4342,112.3593,1542.5289999999998,-1.3148148148148096,0.03703703703703809,-1.4444444444444446,-2.6481481481481453,-2.9731000000000023,-1.3218999999999994,-133.0314999999996,0.0,0,240,103,42,88,0.477,10,39.0,0.256,9,13,0.692,6.0,36.0,42.0,16,7.0,4,13,19,-5.0,1,240,108,40,84,0.476,13,30.0,0.433,15,22,0.682,8.0,31.0,39.0,21,7.0,2,13,16,5.0
0022000825,2021-04-13,CHA,53.0,110.88461538461539,26.865384615384617,10.442307692307692,33.59615384615385,110.3161,111.1005,1523.7667000000004,LAL,55.0,109.94444444444444,24.555555555555557,9.61111111111111,35.31481481481482,109.1039,105.0426,1538.1408000000006,0.9401709401709439,2.3098290598290596,0.8311965811965809,-1.71866096866097,1.21220000000001,6.057900000000004,-14.374100000000226,1.0,0,240,93,36,83,0.434,9,35.0,0.257,12,18,0.667,12.0,33.0,45.0,22,5.0,3,16,18,-8.0,1,240,101,34,82,0.415,16,44.0,0.364,17,18,0.944,8.0,30.0,38.0,24,9.0,2,11,18,8.0
0022000826,2021-04-13,UTA,55.0,117.18518518518519,23.38888888888889,10.851851851851851,37.425925925925924,117.3939,107.9141,1627.9022000000002,OKC,54.0,105.41509433962264,22.528301886792452,8.849056603773585,36.094339622641506,104.134,112.4842,1411.8618000000004,11.77009084556255,0.8605870020964375,2.0027952480782663,1.3315863032844177,13.259900000000002,-4.5700999999999965,216.04039999999986,1.0,1,240,106,36,86,0.419,17,47.0,0.362,17,20,0.85,11.0,40.0,51.0,24,6.0,10,12,18,10.0,0,240,96,36,93,0.387,14,34.0,0.412,10,18,0.556,15.0,35.0,50.0,13,8.0,1,12,23,-10.0
0022000827,2021-04-13,PHX,54.0,115.0,27.264150943396228,8.528301886792454,34.9622641509434,115.5976,108.6371,1630.8714000000011,MIA,54.0,106.60377358490567,25.9811320754717,7.9245283018867925,34.22641509433962,108.6998,109.2962,1536.5189000000005,8.396226415094333,1.283018867924529,0.6037735849056611,0.7358490566037759,6.897800000000004,-0.6590999999999951,94.35250000000065,1.0,1,240,106,38,82,0.463,13,42.0,0.31,17,18,0.944,9.0,39.0,48.0,28,11.0,2,19,18,20.0,0,239,86,31,82,0.378,9,44.0,0.205,15,19,0.789,8.0,28.0,36.0,24,13.0,2,16,20,-20.0
0022000828,2021-04-13,POR,54.0,114.71698113207547,20.30188679245283,10.69811320754717,33.18867924528302,115.0861,115.2754,1539.4937000000002,BOS,55.0,112.35185185185185,23.22222222222222,10.777777777777779,33.31481481481482,113.0342,111.0221,1515.6434000000002,2.365129280223627,-2.9203354297693913,-0.07966457023060869,-0.1261355695317974,2.0519000000000034,4.25330000000001,23.85030000000006,1.0,0,240,115,43,90,0.478,17,43.0,0.395,12,17,0.706,8.0,38.0,46.0,31,6.0,5,14,22,-1.0,1,241,116,42,90,0.467,15,35.0,0.429,17,24,0.708,9.0,37.0,46.0,30,5.0,4,9,19,1.0
0022000461,2021-04-14,HOU,55.0,107.96296296296296,23.09259259259259,9.148148148148149,33.2962962962963,105.8499,112.2227,1333.0287999999996,IND,54.0,113.52830188679245,26.71698113207547,8.924528301886792,33.132075471698116,110.8266,111.2319,1482.7812999999996,-5.565338923829486,-3.6243885394828794,0.22361984626135722,0.164220824598182,-4.976699999999994,0.9908000000000072,-149.75250000000005,0.0,0,240,124,48,104,0.462,10,34.0,0.294,18,22,0.818,16.0,31.0,47.0,22,12.0,6,15,17,-8.0,1,240,132,50,94,0.532,15,36.0,0.417,17,22,0.773,11.0,37.0,48.0,28,10.0,6,18,16,8.0
0022000829,2021-04-14,CHA,54.0,110.54716981132076,26.77358490566038,10.471698113207546,33.58490566037736,110.1109,111.0318,1514.1802000000005,CLE,54.0,103.9622641509434,23.69811320754717,10.50943396226415,32.094339622641506,104.9004,112.4015,1407.669199999999,6.584905660377359,3.0754716981132084,-0.03773584905660421,1.490566037735853,5.210499999999996,-1.3696999999999946,106.51100000000156,1.0,0,239,90,34,84,0.405,16,44.0,0.364,6,12,0.5,10.0,28.0,38.0,23,8.0,5,12,18,-13.0,1,241,103,37,76,0.487,13,31.0,0.419,16,19,0.842,9.0,38.0,47.0,27,9.0,7,15,11,13.0
0022000830,2021-04-14,PHI,55.0,113.70370370370371,23.203703703703702,10.092592592592593,35.870370370370374,111.9866,106.6973,1604.6663000000003,BKN,55.0,118.83333333333333,26.75925925925926,9.055555555555555,35.425925925925924,117.5232,112.8164,1610.5959999999995,-5.129629629629619,-3.555555555555557,1.037037037037038,0.44444444444444997,-5.536600000000007,-6.119100000000003,-5.9296999999992295,0.0,1,241,123,45,87,0.517,13,28.0,0.464,20,25,0.8,4.0,28.0,32.0,23,8.0,9,10,21,6.0,0,239,117,43,83,0.518,4,21.0,0.19,27,30,0.9,11.0,32.0,43.0,23,6.0,3,15,21,-6.0
0022000831,2021-04-14,TOR,56.0,111.89090909090909,24.21818181818182,9.163636363636364,32.054545454545455,111.304,110.9785,1403.1497000000002,SAS,53.0,110.71153846153847,24.48076923076923,9.25,34.61538461538461,109.8245,110.9691,1483.6743000000001,1.1793706293706236,-0.26258741258741125,-0.08636363636363598,-2.5608391608391585,1.4795000000000016,0.009399999999999409,-80.52459999999996,0.0,1,239,117,41,88,0.466,14,30.0,0.467,21,25,0.84,13.0,41.0,54.0,21,8.0,5,12,19,5.0,0,240,112,38,89,0.427,17,39.0,0.436,19,27,0.704,12.0,29.0,41.0,26,6.0,7,13,19,-5.0
0022000832,2021-04-14,DET,55.0,107.83333333333333,24.685185185185187,9.833333333333334,32.425925925925924,108.3389,112.0972,1396.3778,LAC,57.0,115.30357142857143,24.571428571428573,9.410714285714286,34.714285714285715,118.612,111.503,1616.1121000000003,-7.470238095238102,0.11375661375661394,0.42261904761904745,-2.2883597883597915,-10.2731,0.5942000000000007,-219.7343000000003,0.0,0,240,98,37,85,0.435,7,24.0,0.292,17,22,0.773,11.0,35.0,46.0,17,5.0,4,16,21,-2.0,1,241,100,37,93,0.398,7,29.0,0.241,19,21,0.905,15.0,32.0,47.0,10,8.0,2,11,20,2.0
0022000833,2021-04-14,CHI,54.0,112.33962264150944,26.566037735849058,9.547169811320755,35.22641509433962,110.4843,111.6534,1442.7403999999997,ORL,55.0,104.11111111111111,22.27777777777778,10.481481481481481,35.351851851851855,104.4011,112.3863,1385.1022000000007,8.228511530398322,4.288259958071279,-0.9343116701607261,-0.12543675751223304,6.083200000000005,-0.7329000000000008,57.63819999999896,1.0,0,240,106,41,86,0.477,17,37.0,0.459,7,9,0.778,7.0,33.0,40.0,23,7.0,6,12,16,-9.0,1,239,115,44,89,0.494,12,27.0,0.444,15,20,0.75,13.0,33.0,46.0,29,8.0,10,7,15,9.0
0022000834,2021-04-14,MIN,56.0,110.21818181818182,24.87272727272727,10.254545454545454,32.54545454545455,106.8194,114.2555,1371.0695999999996,MIL,54.0,119.0,25.50943396226415,10.39622641509434,37.77358490566038,115.5806,109.6247,1566.4434999999999,-8.781818181818181,-0.6367066895368794,-0.1416809605488858,-5.2281303602058316,-8.761200000000002,4.630799999999994,-195.37390000000028,0.0,0,242,105,34,92,0.37,15,41.0,0.366,22,31,0.71,10.0,37.0,47.0,22,13.0,7,16,17,-25.0,1,238,130,46,98,0.469,19,40.0,0.475,19,23,0.826,7.0,45.0,52.0,26,14.0,4,16,20,25.0
0022000835,2021-04-14,NOP,55.0,114.68518518518519,26.01851851851852,11.648148148148149,35.01851851851852,114.2156,114.4369,1495.8593,NYK,56.0,105.43636363636364,21.01818181818182,10.254545454545454,35.36363636363637,108.2307,106.9802,1509.9248000000002,9.248821548821553,5.0003367003367,1.3936026936026948,-0.3451178451178478,5.984899999999996,7.456699999999998,-14.065500000000156,1.0,0,241,106,40,88,0.455,6,28.0,0.214,20,24,0.833,9.0,40.0,49.0,25,3.0,5,9,12,-10.0,1,240,116,44,97,0.454,17,33.0,0.515,11,13,0.846,11.0,37.0,48.0,19,6.0,5,6,17,10.0
0022000836,2021-04-14,OKC,55.0,105.24074074074075,22.35185185185185,8.962962962962964,36.074074074074076,104.0385,112.4231,1407.3857000000003,GSW,55.0,112.25925925925925,27.24074074074074,7.907407407407407,34.592592592592595,108.3119,109.8306,1477.4923999999996,-7.018518518518505,-4.888888888888889,1.0555555555555562,1.481481481481481,-4.273399999999995,2.592500000000001,-70.10669999999936,0.0,0,239,109,44,92,0.478,7,27.0,0.259,14,25,0.56,17.0,33.0,50.0,22,6.0,2,21,22,-38.0,1,238,147,52,95,0.547,24,47.0,0.511,19,23,0.826,9.0,32.0,41.0,39,12.0,6,14,20,38.0
